1,1,2473.2727,297.00824,2500.1487,351.1676
2,1,2473.4172,297.42764,2500.1448,351.2712
3,1,2473.8845,297.63962,2500.1702,351.3544
4,1,2474.247,298.01044,2499.9844,351.4052
5,1,2474.607,298.03314,2499.999,351.22015
6,1,2474.667,298.04736,2499.9658,351.28467
7,1,2474.623,298.0767,2500.162,351.31784
8,1,2475.275,298.02588,2500.1587,351.047
9,1,2475.9348,298.1541,2500.1965,351.35553
10,1,2476.2993,298.08658,2500.3613,351.4589
11,1,2477.6565,298.2353,2499.9817,351.25757
12,1,2477.7358,298.27765,2500.0078,351.23743
13,1,2478.674,297.54443,2498.0325,347.1978
14,1,2481.3557,298.6574,2499.9988,351.1895
15,1,2481.3381,298.411,2499.8171,351.1369
16,1,2480.5435,297.0584,2500.2266,351.43262
17,1,2480.0227,296.56592,2500.172,351.2425
18,1,2480.315,295.90778,2500.0654,351.1526
19,1,2480.1848,295.4514,2499.8118,350.97208
20,1,2480.1914,295.34564,2499.357,350.84186
21,1,2480.2825,295.32022,2499.404,350.67117
22,1,2480.5798,295.34744,2499.3967,349.91177
23,1,2480.9978,295.27313,2499.1072,349.79413
24,1,2480.8484,295.1946,2498.7673,348.88803
25,1,2480.5466,295.14026,2498.554,349.28888
26,1,2480.1963,294.46088,2498.29,348.9273
27,1,2479.3694,294.47534,2498.1936,348.35303
28,1,2479.377,294.49008,2498.1357,348.3445
29,1,2478.8723,294.36157,2497.9333,347.13422
30,1,2477.5986,294.19836,2497.7002,346.11475
31,1,2476.2324,294.00748,2497.5806,346.0184
32,1,2476.2856,294.0013,2497.566,345.97763
33,1,2473.6758,293.2704,2497.7544,345.77228
34,1,2470.6797,293.51282,2497.1406,345.79956
35,1,2469.9321,293.02112,2496.4243,345.71863
36,1,2469.0095,293.25537,2496.0247,345.81158
37,1,2468.4353,293.24963,2495.5525,345.96252
38,1,2468.089,293.70053,2495.2336,345.86575
39,1,2468.4124,293.47302,2494.8162,345.69202
40,1,2468.6028,293.3208,2494.4202,345.54675
41,1,2468.6145,293.4094,2494.3489,345.4932
42,1,2468.2878,292.80615,2493.6921,345.4226
43,1,2468.3843,292.8693,2493.3438,345.23062
44,1,2468.289,292.60333,2493.332,344.98444
45,1,2468.368,292.63483,2492.7834,344.7614
46,1,2468.3484,292.71356,2491.5735,344.62817
47,1,2468.2498,292.3894,2491.1375,344.41333
48,1,2468.311,292.39954,2490.4116,344.20483
49,1,2467.645,292.4575,2489.5098,343.97897
50,1,2466.2527,292.26434,2489.0989,343.7774
51,1,2464.8154,291.88007,2488.6504,343.84668
52,1,2464.2454,292.08893,2487.9675,343.87653
53,1,2463.4333,291.49817,2487.5173,343.90607
54,1,2462.9336,291.1582,2487.1948,344.0503
55,1,2462.2036,290.8506,2487.0605,343.92145
56,1,2461.861,290.97543,2486.9358,343.8784
57,1,2461.55,290.7562,2486.7834,343.83652
58,1,2461.2334,290.72723,2486.48,343.90253
59,1,2461.1204,290.80826,2486.1316,343.92606
60,1,2460.9817,290.59155,2485.7146,343.60004
61,1,2460.9822,290.13092,2485.2874,343.26086
62,1,2461.0632,289.6278,2485.0774,343.34302
63,1,2461.1704,289.26984,2484.774,342.87952
64,1,2461.4353,287.2503,2483.387,339.50366
